"Dist Code","Year","State Code","State Name","Dist Name","SOYABEAN AREA (1000 ha)","SOYABEAN YIELD (Kg per ha)"
"9","2006","6","Madhya Pradesh","Chhindwara","139.8","1365.0"
"9","2007","6","Madhya Pradesh","Chhindwara","144.6","1498.0"
"9","2008","6","Madhya Pradesh","Chhindwara","147.9","1193.0"
"9","2009","6","Madhya Pradesh","Chhindwara","157.2","1692.0"
"9","2010","6","Madhya Pradesh","Chhindwara","161.6","1786.0"
"9","2011","6","Madhya Pradesh","Chhindwara","184.7","1737.0"
"9","2012","6","Madhya Pradesh","Chhindwara","153.73","2488.0"
"9","2013","6","Madhya Pradesh","Chhindwara","150.01","769.0"
"9","2014","6","Madhya Pradesh","Chhindwara","99.0","1172.0"
"9","2015","6","Madhya Pradesh","Chhindwara","96.0","885.0"
"9","2016","6","Madhya Pradesh","Chhindwara","73.0","1315.0"
"9","2017","6","Madhya Pradesh","Chhindwara","28.0","1784.0"
"10","1990","6","Madhya Pradesh","Narsinghpur","49.76","1068.0"
"10","1991","6","Madhya Pradesh","Narsinghpur","63.13","1208.0"
"10","1992","6","Madhya Pradesh","Narsinghpur","76.9","1415.0"
"10","1993","6","Madhya Pradesh","Narsinghpur","92.02","1428.0"
"10","1994","6","Madhya Pradesh","Narsinghpur","78.8","967.0"
"10","1995","6","Madhya Pradesh","Narsinghpur","101.4","1672.0"
"10","1996","6","Madhya Pradesh","Narsinghpur","113.3","1615.0"
"10","1997","6","Madhya Pradesh","Narsinghpur","121.6","1415.0"
"10","1998","6","Madhya Pradesh","Narsinghpur","117.8","1167.0"
"10","1999","6","Madhya Pradesh","Narsinghpur","123.1","1221.0"
"10","2000","6","Madhya Pradesh","Narsinghpur","113.6","1040.0"
"10","2001","6","Madhya Pradesh","Narsinghpur","92.0","1686.0"
"10","2002","6","Madhya Pradesh","Narsinghpur","70.3","957.0"
"10","2003","6","Madhya Pradesh","Narsinghpur","62.2","1891.0"
"10","2004","6","Madhya Pradesh","Narsinghpur","60.19","1720.0"
"10","2005","6","Madhya Pradesh","Narsinghpur","53.15","1722.0"
"10","2006","6","Madhya Pradesh","Narsinghpur","52.65","1583.0"
"10","2007","6","Madhya Pradesh","Narsinghpur","63.0","1294.0"
"10","2008","6","Madhya Pradesh","Narsinghpur","75.0","1552.0"
"10","2009","6","Madhya Pradesh","Narsinghpur","79.7","1868.0"
"10","2010","6","Madhya Pradesh","Narsinghpur","71.0","1948.0"
"10","2011","6","Madhya Pradesh","Narsinghpur","99.2","1571.0"
"10","2012","6","Madhya Pradesh","Narsinghpur","94.14","1789.0"
"10","2013","6","Madhya Pradesh","Narsinghpur","101.85","394.0"
"10","2014","6","Madhya Pradesh","Narsinghpur","85.0","1306.0"
"10","2015","6","Madhya Pradesh","Narsinghpur","68.0","721.0"
"10","2016","6","Madhya Pradesh","Narsinghpur","52.0","1385.0"
"10","2017","6","Madhya Pradesh","Narsinghpur","43.5","313.0"
"11","1990","6","Madhya Pradesh","Seoni","58.85","938.0"
"11","1991","6","Madhya Pradesh","Seoni","83.97","556.0"
"11","1992","6","Madhya Pradesh","Seoni","102.07","861.0"
"11","1993","6","Madhya Pradesh","Seoni","96.95","993.0"
"11","1994","6","Madhya Pradesh","Seoni","71.7","743.0"
"11","1995","6","Madhya Pradesh","Seoni","84.2","1229.0"
"11","1996","6","Madhya Pradesh","Seoni","91.0","1133.0"
"11","1997","6","Madhya Pradesh","Seoni","96.2","898.0"
"11","1998","6","Madhya Pradesh","Seoni","84.8","434.0"
"11","1999","6","Madhya Pradesh","Seoni","74.0","953.0"
"11","2000","6","Madhya Pradesh","Seoni","71.6","525.0"
"11","2001","6","Madhya Pradesh","Seoni","67.5","1110.0"
"11","2002","6","Madhya Pradesh","Seoni","67.6","914.0"
"11","2003","6","Madhya Pradesh","Seoni","72.1","1169.0"
"11","2004","6","Madhya Pradesh","Seoni","95.41","856.0"
"11","2005","6","Madhya Pradesh","Seoni","86.56","827.0"
"11","2006","6","Madhya Pradesh","Seoni","99.85","1108.0"
"11","2007","6","Madhya Pradesh","Seoni","110.1","977.0"
"11","2008","6","Madhya Pradesh","Seoni","113.5","1056.0"
"11","2009","6","Madhya Pradesh","Seoni","113.2","1090.0"
"11","2010","6","Madhya Pradesh","Seoni","120.2","1136.0"
"11","2011","6","Madhya Pradesh","Seoni","117.8","963.0"
"11","2012","6","Madhya Pradesh","Seoni","118.99","1241.0"
"11","2013","6","Madhya Pradesh","Seoni","106.49","258.0"
"11","2014","6","Madhya Pradesh","Seoni","80.0","1288.0"
"11","2015","6","Madhya Pradesh","Seoni","33.0","636.0"
"11","2016","6","Madhya Pradesh","Seoni","26.0","1385.0"
"11","2017","6","Madhya Pradesh","Seoni","31.0","88.0"
"12","1990","6","Madhya Pradesh","Mandla","5.21","1015.0"
"12","1991","6","Madhya Pradesh","Mandla","7.25","654.0"
"12","1992","6","Madhya Pradesh","Mandla","10.1","861.0"
"12","1993","6","Madhya Pradesh","Mandla","11.58","993.0"
"12","1994","6","Madhya Pradesh","Mandla","6.4","672.0"
"12","1995","6","Madhya Pradesh","Mandla","9.9","960.0"
"12","1996","6","Madhya Pradesh","Mandla","12.1","893.0"
"12","1997","6","Madhya Pradesh","Mandla","13.0","938.0"
"12","1998","6","Madhya Pradesh","Mandla","12.9","752.0"
"12","1999","6","Madhya Pradesh","Mandla","1.5","733.0"
"12","2000","6","Madhya Pradesh","Mandla","0.7","429.0"
"12","2001","6","Madhya Pradesh","Mandla","0.4","750.0"
"12","2002","6","Madhya Pradesh","Mandla","0.2","500.0"
"12","2003","6","Madhya Pradesh","Mandla","0.2","1000.0"
"12","2004","6","Madhya Pradesh","Mandla","0.54","741.0"
"12","2005","6","Madhya Pradesh","Mandla","0.55","709.0"
"12","2006","6","Madhya Pradesh","Mandla","1.25","640.0"
"12","2007","6","Madhya Pradesh","Mandla","2.5","720.0"
"12","2008","6","Madhya Pradesh","Mandla","2.4","875.0"
"12","2009","6","Madhya Pradesh","Mandla","2.3","739.0"
"12","2010","6","Madhya Pradesh","Mandla","2.3","913.0"
"12","2011","6","Madhya Pradesh","Mandla","2.4","625.0"
"12","2012","6","Madhya Pradesh","Mandla","3.11","611.0"
"12","2013","6","Madhya Pradesh","Mandla","1.9","68.0"
"12","2014","6","Madhya Pradesh","Mandla","11.0","1273.0"
"12","2015","6","Madhya Pradesh","Mandla","3.0","1333.0"
"12","2016","6","Madhya Pradesh","Mandla","1.0","1000.0"
"12","2017","6","Madhya Pradesh","Mandla","2.7","133.0"
"13","1990","6","Madhya Pradesh","Sagar","66.48","917.0"
"13","1991","6","Madhya Pradesh","Sagar","77.75","724.0"
"13","1992","6","Madhya Pradesh","Sagar","89.24","793.0"
"13","1993","6","Madhya Pradesh","Sagar","110.1","749.0"
"13","1994","6","Madhya Pradesh","Sagar","73.6","719.0"
"13","1995","6","Madhya Pradesh","Sagar","124.9","1055.0"
"13","1996","6","Madhya Pradesh","Sagar","149.2","965.0"
"13","1997","6","Madhya Pradesh","Sagar","181.4","879.0"
"13","1998","6","Madhya Pradesh","Sagar","155.6","508.0"
"13","1999","6","Madhya Pradesh","Sagar","152.6","685.0"
"13","2000","6","Madhya Pradesh","Sagar","147.7","821.0"
"13","2001","6","Madhya Pradesh","Sagar","167.4","681.0"
"13","2002","6","Madhya Pradesh","Sagar","152.6","476.0"
"13","2003","6","Madhya Pradesh","Sagar","162.4","990.0"
"13","2004","6","Madhya Pradesh","Sagar","194.81","833.0"
"13","2005","6","Madhya Pradesh","Sagar","168.77","834.0"
"13","2006","6","Madhya Pradesh","Sagar","202.91","836.0"
"13","2007","6","Madhya Pradesh","Sagar","321.8","576.0"
"13","2008","6","Madhya Pradesh","Sagar","303.0","893.0"
"13","2009","6","Madhya Pradesh","Sagar","308.5","914.0"
"13","2010","6","Madhya Pradesh","Sagar","303.6","1338.0"
"13","2011","6","Madhya Pradesh","Sagar","273.0","994.0"
"13","2012","6","Madhya Pradesh","Sagar","335.22","1308.0"
"13","2013","6","Madhya Pradesh","Sagar","351.74","426.0"
"13","2014","6","Madhya Pradesh","Sagar","149.0","1262.0"
"13","2015","6","Madhya Pradesh","Sagar","314.0","783.0"
"13","2016","6","Madhya Pradesh","Sagar","290.0","534.0"
"13","2017","6","Madhya Pradesh","Sagar","216.2","588.0"
"14","1990","6","Madhya Pradesh","Damoh","9.5","742.0"
"14","1991","6","Madhya Pradesh","Damoh","14.7","548.0"
"14","1992","6","Madhya Pradesh","Damoh","22.09","750.0"
"14","1993","6","Madhya Pradesh","Damoh","41.3","933.0"
"14","1994","6","Madhya Pradesh","Damoh","39.0","821.0"
"14","1995","6","Madhya Pradesh","Damoh","54.6","985.0"
"14","1996","6","Madhya Pradesh","Damoh","67.9","885.0"
"14","1997","6","Madhya Pradesh","Damoh","82.2","889.0"
"14","1998","6","Madhya Pradesh","Damoh","68.9","540.0"
"14","1999","6","Madhya Pradesh","Damoh","56.1","715.0"
"14","2000","6","Madhya Pradesh","Damoh","56.1","519.0"
"14","2001","6","Madhya Pradesh","Damoh","50.0","782.0"
"14","2002","6","Madhya Pradesh","Damoh","26.4","462.0"
"14","2003","6","Madhya Pradesh","Damoh","32.3","1015.0"
"14","2004","6","Madhya Pradesh","Damoh","44.88","952.0"
"14","2005","6","Madhya Pradesh","Damoh","45.3","1031.0"
"14","2006","6","Madhya Pradesh","Damoh","54.56","836.0"
"14","2007","6","Madhya Pradesh","Damoh","108.7","573.0"
"14","2008","6","Madhya Pradesh","Damoh","93.0","1176.0"
"14","2009","6","Madhya Pradesh","Damoh","91.0","1119.0"
"14","2010","6","Madhya Pradesh","Damoh","62.1","1383.0"
"14","2011","6","Madhya Pradesh","Damoh","73.0","1240.0"
"14","2012","6","Madhya Pradesh","Damoh","102.71","1265.0"
"14","2013","6","Madhya Pradesh","Damoh","128.58","504.0"
"14","2014","6","Madhya Pradesh","Damoh","98.0","1184.0"
"14","2015","6","Madhya Pradesh","Damoh","103.0","1311.0"
"14","2016","6","Madhya Pradesh","Damoh","70.0","857.0"
"14","2017","6","Madhya Pradesh","Damoh","66.5","1350.0"
"15","1990","6","Madhya Pradesh","Tikamgarh","17.47","1166.0"
"15","1991","6","Madhya Pradesh","Tikamgarh","21.84","1042.0"
"15","1992","6","Madhya Pradesh","Tikamgarh","34.59","1295.0"
"15","1993","6","Madhya Pradesh","Tikamgarh","43.95","1494.0"
"15","1994","6","Madhya Pradesh","Tikamgarh","50.1","1246.0"
"15","1995","6","Madhya Pradesh","Tikamgarh","59.6","1310.0"
"15","1996","6","Madhya Pradesh","Tikamgarh","64.5","1319.0"
"15","1997","6","Madhya Pradesh","Tikamgarh","72.0","1324.0"
"15","1998","6","Madhya Pradesh","Tikamgarh","68.9","1086.0"
"15","1999","6","Madhya Pradesh","Tikamgarh","56.5","963.0"
"15","2000","6","Madhya Pradesh","Tikamgarh","51.8","745.0"
"15","2001","6","Madhya Pradesh","Tikamgarh","46.9","1145.0"
"15","2002","6","Madhya Pradesh","Tikamgarh","30.2","603.0"
"15","2003","6","Madhya Pradesh","Tikamgarh","29.5","1444.0"
"15","2004","6","Madhya Pradesh","Tikamgarh","30.69","865.0"
"15","2005","6","Madhya Pradesh","Tikamgarh","28.35","923.0"
"15","2006","6","Madhya Pradesh","Tikamgarh","24.87","679.0"
"15","2007","6","Madhya Pradesh","Tikamgarh","32.9","435.0"
"15","2008","6","Madhya Pradesh","Tikamgarh","37.1","1178.0"
"15","2009","6","Madhya Pradesh","Tikamgarh","36.7","1215.0"
"15","2010","6","Madhya Pradesh","Tikamgarh","31.5","1267.0"
"15","2011","6","Madhya Pradesh","Tikamgarh","46.8","769.0"
"15","2012","6","Madhya Pradesh","Tikamgarh","54.17","710.0"
"15","2013","6","Madhya Pradesh","Tikamgarh","60.6","555.0"
"15","2014","6","Madhya Pradesh","Tikamgarh","76.0","1658.0"
"15","2015","6","Madhya Pradesh","Tikamgarh","47.0","617.0"
"15","2016","6","Madhya Pradesh","Tikamgarh","22.0","909.0"
"15","2017","6","Madhya Pradesh","Tikamgarh","23.5","574.0"
"16","1990","6","Madhya Pradesh","Chhatarpur","4.65","774.0"
"16","1991","6","Madhya Pradesh","Chhatarpur","5.94","544.0"
"16","1992","6","Madhya Pradesh","Chhatarpur","10.41","678.0"
"16","1993","6","Madhya Pradesh","Chhatarpur","17.8","825.0"
"16","1994","6","Madhya Pradesh","Chhatarpur","24.8","742.0"
"16","1995","6","Madhya Pradesh","Chhatarpur","30.1","588.0"
"16","1996","6","Madhya Pradesh","Chhatarpur","37.5","701.0"
"16","1997","6","Madhya Pradesh","Chhatarpur","43.9","763.0"
"16","1998","6","Madhya Pradesh","Chhatarpur","40.5","472.0"
"16","1999","6","Madhya Pradesh","Chhatarpur","33.5","531.0"
"16","2000","6","Madhya Pradesh","Chhatarpur","30.5","374.0"
"16","2001","6","Madhya Pradesh","Chhatarpur","23.9","506.0"
"16","2002","6","Madhya Pradesh","Chhatarpur","15.2","296.0"
"16","2003","6","Madhya Pradesh","Chhatarpur","17.6","665.0"
"16","2004","6","Madhya Pradesh","Chhatarpur","22.84","539.0"
"16","2005","6","Madhya Pradesh","Chhatarpur","23.28","489.0"
"16","2006","6","Madhya Pradesh","Chhatarpur","22.07","427.0"
"16","2007","6","Madhya Pradesh","Chhatarpur","31.9","288.0"
"16","2008","6","Madhya Pradesh","Chhatarpur","33.5","636.0"
"16","2009","6","Madhya Pradesh","Chhatarpur","41.6","632.0"
"16","2010","6","Madhya Pradesh","Chhatarpur","47.4","673.0"
"16","2011","6","Madhya Pradesh","Chhatarpur","48.9","401.0"
"16","2012","6","Madhya Pradesh","Chhatarpur","73.21","844.0"
"16","2013","6","Madhya Pradesh","Chhatarpur","88.29","598.0"
"16","2014","6","Madhya Pradesh","Chhatarpur","80.0","1438.0"
"16","2015","6","Madhya Pradesh","Chhatarpur","49.0","1020.0"
"16","2016","6","Madhya Pradesh","Chhatarpur","42.0","1071.0"
"16","2017","6","Madhya Pradesh","Chhatarpur","30.8","847.0"
"17","1990","6","Madhya Pradesh","Panna","0.21","857.0"
"17","1991","6","Madhya Pradesh","Panna","0.32","375.0"
"17","1992","6","Madhya Pradesh","Panna","0.78","667.0"
"17","1993","6","Madhya Pradesh","Panna","2.33","773.0"
"17","1994","6","Madhya Pradesh","Panna","2.7","778.0"
"17","1995","6","Madhya Pradesh","Panna","4.0","750.0"
"17","1996","6","Madhya Pradesh","Panna","5.6","661.0"
"17","1997","6","Madhya Pradesh","Panna","6.8","662.0"
"17","1998","6","Madhya Pradesh","Panna","6.6","500.0"
"17","1999","6","Madhya Pradesh","Panna","5.2","558.0"
"17","2000","6","Madhya Pradesh","Panna","2.9","414.0"
"17","2001","6","Madhya Pradesh","Panna","1.6","500.0"
"17","2002","6","Madhya Pradesh","Panna","0.5","400.0"
"17","2003","6","Madhya Pradesh","Panna","0.2","1000.0"
"17","2004","6","Madhya Pradesh","Panna","0.71","493.0"
"17","2005","6","Madhya Pradesh","Panna","0.77","649.0"
"17","2006","6","Madhya Pradesh","Panna","1.66","452.0"
"17","2007","6","Madhya Pradesh","Panna","4.5","511.0"
"17","2008","6","Madhya Pradesh","Panna","5.3","679.0"
"17","2009","6","Madhya Pradesh","Panna","11.1","703.0"
"17","2010","6","Madhya Pradesh","Panna","8.8","886.0"
"17","2011","6","Madhya Pradesh","Panna","16.3","601.0"
"17","2012","6","Madhya Pradesh","Panna","17.03","857.0"
"17","2013","6","Madhya Pradesh","Panna","26.24","605.0"
"17","2014","6","Madhya Pradesh","Panna","35.0","1171.0"
"17","2015","6","Madhya Pradesh","Panna","29.0","621.0"
"17","2016","6","Madhya Pradesh","Panna","22.0","864.0"
"17","2017","6","Madhya Pradesh","Panna","17.5","1103.0"
"18","1990","6","Madhya Pradesh","Rewa","2.64","742.0"
"18","1991","6","Madhya Pradesh","Rewa","6.04","518.0"
"18","1992","6","Madhya Pradesh","Rewa","13.54","629.0"
"18","1993","6","Madhya Pradesh","Rewa","18.18","726.0"
"18","1994","6","Madhya Pradesh","Rewa","21.8","619.0"
"18","1995","6","Madhya Pradesh","Rewa","26.8","720.0"
"18","1996","6","Madhya Pradesh","Rewa","29.4","585.0"
"18","1997","6","Madhya Pradesh","Rewa","29.4","646.0"
"18","1998","6","Madhya Pradesh","Rewa","29.7","498.0"
"18","1999","6","Madhya Pradesh","Rewa","25.2","567.0"
"18","2000","6","Madhya Pradesh","Rewa","25.0","544.0"
"18","2001","6","Madhya Pradesh","Rewa","16.5","545.0"
"18","2002","6","Madhya Pradesh","Rewa","13.3","398.0"
"18","2003","6","Madhya Pradesh","Rewa","13.8","594.0"
"18","2004","6","Madhya Pradesh","Rewa","15.52","534.0"
"18","2005","6","Madhya Pradesh","Rewa","16.16","682.0"
"18","2006","6","Madhya Pradesh","Rewa","19.4","606.0"
"18","2007","6","Madhya Pradesh","Rewa","22.7","546.0"
"18","2008","6","Madhya Pradesh","Rewa","24.5","649.0"
"18","2009","6","Madhya Pradesh","Rewa","28.5","660.0"
"18","2010","6","Madhya Pradesh","Rewa","29.7","626.0"
"18","2011","6","Madhya Pradesh","Rewa","41.4","495.0"
"18","2012","6","Madhya Pradesh","Rewa","36.01","583.0"
"18","2013","6","Madhya Pradesh","Rewa","49.97","941.0"
"18","2014","6","Madhya Pradesh","Rewa","71.0","1014.0"
"18","2015","6","Madhya Pradesh","Rewa","54.0","704.0"
"18","2016","6","Madhya Pradesh","Rewa","48.0","854.0"
"18","2017","6","Madhya Pradesh","Rewa","42.5","914.0"
"19","1990","6","Madhya Pradesh","Sidhi","0.03","667.0"
"19","1991","6","Madhya Pradesh","Sidhi","0.06","333.0"
"19","1992","6","Madhya Pradesh","Sidhi","0.2","400.0"
"19","1993","6","Madhya Pradesh","Sidhi","0.39","615.0"
"19","1994","6","Madhya Pradesh","Sidhi","0.4","500.0"
"19","1995","6","Madhya Pradesh","Sidhi","0.4","750.0"
"19","1996","6","Madhya Pradesh","Sidhi","0.7","571.0"
"19","1997","6","Madhya Pradesh","Sidhi","0.7","571.0"
"19","1998","6","Madhya Pradesh","Sidhi","0.8","500.0"
"19","1999","6","Madhya Pradesh","Sidhi","0.4","500.0"
"19","2000","6","Madhya Pradesh","Sidhi","0.6","333.0"
"19","2001","6","Madhya Pradesh","Sidhi","0.2","500.0"
"19","2002","6","Madhya Pradesh","Sidhi","0.1","0.0"
"19","2003","6","Madhya Pradesh","Sidhi","0.2","500.0"
"19","2004","6","Madhya Pradesh","Sidhi","0.07","429.0"
"19","2005","6","Madhya Pradesh","Sidhi","0.1","600.0"
"19","2006","6","Madhya Pradesh","Sidhi","0.09","444.0"
"19","2007","6","Madhya Pradesh","Sidhi","0.1","0.0"
"19","2008","6","Madhya Pradesh","Sidhi","0.1","1000.0"
"19","2009","6","Madhya Pradesh","Sidhi","0.1","1000.0"
"19","2010","6","Madhya Pradesh","Sidhi","0.2","500.0"
"19","2011","6","Madhya Pradesh","Sidhi","0.2","500.0"
"19","2012","6","Madhya Pradesh","Sidhi","0.07","571.0"
"19","2013","6","Madhya Pradesh","Sidhi","0.27","481.0"
"19","2014","6","Madhya Pradesh","Sidhi","12.0","1500.0"
"19","2015","6","Madhya Pradesh","Sidhi","3.0","667.0"
"19","2016","6","Madhya Pradesh","Sidhi","0.0","0.0"
"19","2017","6","Madhya Pradesh","Sidhi","2.1","748.0"
"20","1990","6","Madhya Pradesh","Satna","4.34","776.0"
"20","1991","6","Madhya Pradesh","Satna","9.86","559.0"
"20","1992","6","Madhya Pradesh","Satna","19.89","712.0"
"20","1993","6","Madhya Pradesh","Satna","29.51","652.0"
"20","1994","6","Madhya Pradesh","Satna","30.1","668.0"
"20","1995","6","Madhya Pradesh","Satna","38.9","671.0"
"20","1996","6","Madhya Pradesh","Satna","46.0","604.0"
"20","1997","6","Madhya Pradesh","Satna","53.1","659.0"
"20","1998","6","Madhya Pradesh","Satna","50.0","440.0"
"20","1999","6","Madhya Pradesh","Satna","34.7","617.0"
"20","2000","6","Madhya Pradesh","Satna","28.4","415.0"
"20","2001","6","Madhya Pradesh","Satna","12.7","669.0"
"20","2002","6","Madhya Pradesh","Satna","6.0","367.0"
"20","2003","6","Madhya Pradesh","Satna","9.1","626.0"
"20","2004","6","Madhya Pradesh","Satna","16.34","562.0"
"20","2005","6","Madhya Pradesh","Satna","19.06","634.0"
"20","2006","6","Madhya Pradesh","Satna","30.77","499.0"
"20","2007","6","Madhya Pradesh","Satna","46.7","469.0"
"20","2008","6","Madhya Pradesh","Satna","51.4","554.0"
"20","2009","6","Madhya Pradesh","Satna","54.2","548.0"
"20","2010","6","Madhya Pradesh","Satna","46.4","685.0"
"20","2011","6","Madhya Pradesh","Satna","52.1","501.0"
"20","2012","6","Madhya Pradesh","Satna","55.29","509.0"
"20","2013","6","Madhya Pradesh","Satna","81.53","214.0"
"20","2014","6","Madhya Pradesh","Satna","72.0","2042.0"
"20","2015","6","Madhya Pradesh","Satna","81.0","444.0"
"20","2016","6","Madhya Pradesh","Satna","65.0","723.0"
"20","2017","6","Madhya Pradesh","Satna","59.8","582.0"
"21","1990","6","Madhya Pradesh","Shahdol","1.96","719.0"
"21","1991","6","Madhya Pradesh","Shahdol","2.22","347.0"
"21","1992","6","Madhya Pradesh","Shahdol","3.38","512.0"
"21","1993","6","Madhya Pradesh","Shahdol","3.8","616.0"
"21","1994","6","Madhya Pradesh","Shahdol","3.5","514.0"
"21","1995","6","Madhya Pradesh","Shahdol","4.3","558.0"
"21","1996","6","Madhya Pradesh","Shahdol","5.7","561.0"
"21","1997","6","Madhya Pradesh","Shahdol","6.7","582.0"
"21","1998","6","Madhya Pradesh","Shahdol","6.8","412.0"
"21","1999","6","Madhya Pradesh","Shahdol","4.9","551.0"
"21","2000","6","Madhya Pradesh","Shahdol","4.3","395.0"
"21","2001","6","Madhya Pradesh","Shahdol","3.3","485.0"
"21","2002","6","Madhya Pradesh","Shahdol","2.9","379.0"
"21","2003","6","Madhya Pradesh","Shahdol","1.4","500.0"
"21","2004","6","Madhya Pradesh","Shahdol","1.7","418.0"
"21","2005","6","Madhya Pradesh","Shahdol","1.68","452.0"
"21","2006","6","Madhya Pradesh","Shahdol","1.84","489.0"
"21","2007","6","Madhya Pradesh","Shahdol","2.4","542.0"
"21","2008","6","Madhya Pradesh","Shahdol","2.0","600.0"
"21","2009","6","Madhya Pradesh","Shahdol","3.4","618.0"
"21","2010","6","Madhya Pradesh","Shahdol","2.9","724.0"
"21","2011","6","Madhya Pradesh","Shahdol","12.0","433.0"
"21","2012","6","Madhya Pradesh","Shahdol","6.4","958.0"
"21","2013","6","Madhya Pradesh","Shahdol","11.9","1121.0"
"21","2014","6","Madhya Pradesh","Shahdol","16.0","1250.0"
